1625124388.070331000	000389
1625124388.170311000	000390
1625124388.270365000	000391
1625124388.370331000	000392
1625124388.470365000	000393
1625124388.570393000	000394
1625124388.670358000	000395
1625124388.770369000	000396
1625124388.870375000	000397
1625124388.970360000	000398
1625124389.070401000	000399
1625124389.170371000	000400
1625124389.270398000	000401
1625124389.370464000	000402
1625124389.470452000	000403
1625124389.570400000	000404
1625124389.670397000	000405
1625124389.770398000	000406
1625124389.870425000	000407
1625124389.970421000	000408
1625124390.070383000	000409
1625124390.170422000	000410
1625124390.270416000	000411
1625124390.370428000	000412
1625124390.470438000	000413
1625124390.570453000	000414
1625124390.670455000	000415
1625124390.770456000	000416
1625124390.870484000	000417
1625124390.970426000	000418
1625124391.070445000	000419
1625124391.170476000	000420
1625124391.270465000	000421
1625124391.370429000	000422
1625124391.470470000	000423
1625124391.570453000	000424
1625124391.670506000	000425
1625124391.770485000	000426
1625124391.870456000	000427
1625124391.970580000	000428
1625124392.070467000	000429
1625124392.170462000	000430
1625124392.270437000	000431
1625124392.370494000	000432
1625124392.470460000	000433
1625124392.570447000	000434
1625124392.670481000	000435
1625124392.770534000	000436
1625124392.870473000	000437
1625124392.970491000	000438
1625124393.070538000	000439
1625124393.170479000	000440
1625124393.270548000	000441
1625124393.370518000	000442
1625124393.470548000	000443
1625124393.570585000	000444
1625124393.670526000	000445
1625124393.770519000	000446
1625124393.870538000	000447
1625124393.970511000	000448
1625124394.070494000	000449
1625124394.170529000	000450
1625124394.270519000	000451
